ID,smiles,IC50,IC50_units,pIC50
BCRP_0001,S(Oc1cc2CC[C@H]3[C@@H]4CC[C@H](O)[C@]4(CC[C@@H]3c2cc1)C)(=O)(=O)[O-],14,uM,4.853871964
BCRP_0002,S(Oc1cc2OC(=O)C=C(c2cc1)C)(=O)(=O)[O-],6,uM,5.22184875
BCRP_0003,s1c2c(nc1NC)c(Cc1cccnc1)c(C)c(OS(=O)(=O)[O-])c2C,10,uM,5
BCRP_0004,S(Oc1ccc([N+](=O)[O-])cc1)(=O)(=O)[O-],53,uM,4.27572413
BCRP_0005,S(=O)(=O)([O-])CCNC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@]12C)[C@@]1([C@@H](C[C@H](OS(=O)(=O)[O-])CC1)CC3)C,37,uM,4.431798276
BCRP_0006,O(C)c1cc2[nH]c3c(C[C@@H]4N([C@H]3CC(C)C)C(=O)[C@@H](NC4=O)CCC(OC(C)(C)C)=O)c2cc1,0.227,uM,6.643974143
BCRP_0007,Clc1ccc(cc1C(=O)NCC12CC3CC(C1)CC(C2)C3)CCC[NH2+]CCCO,32,uM,4.494850022
BCRP_0008,O(C)c1cc(ccc1OC)\C=C\C(=O)c1ccc(cc1)C(=O)\C=C\c1cc(OC)c(OC)cc1,2.1,uM,5.677780705
BCRP_0009,O(C)c1ccc(OC)cc1\C=C\C(=O)c1ccc(cc1)C(=O)\C=C\c1cc(OC)ccc1OC,0.7,uM,6.15490196
BCRP_0010,O(C)c1cc(OC)c(OC)cc1\C=C\C(=O)c1ccc(cc1)C(=O)\C=C\c1cc(OC)c(OC)cc1OC,0.3,uM,6.522878745
BCRP_0011,O(C)c1cc(OC)cc(OC)c1\C=C\C(=O)c1ccc(cc1)C(=O)\C=C\c1c(OC)cc(OC)cc1OC,0.4,uM,6.397940009
BCRP_0012,O(C)c1cccc(OC)c1\C=C\C(=O)c1ccc(cc1)C(=O)\C=C\c1c(OC)cccc1OC,0.2,uM,6.698970004
BCRP_0013,O(C)c1c(OC)c(OC)ccc1\C=C\C(=O)c1ccc(cc1)C(=O)\C=C\c1ccc(OC)c(OC)c1OC,1.4,uM,5.853871964
BCRP_0014,O(C)c1c(OC)cc(cc1OC)C(=O)\C=C\c1ccc(cc1)\C=C\C(=O)c1cc(OC)c(OC)c(OC)c1,1.1,uM,5.958607315
BCRP_0015,O(C)c1cc(ccc1OC)C(=O)\C=C\c1ccc(cc1)\C=C\C(=O)c1cc(OC)c(OC)cc1,0.8,uM,6.096910013
BCRP_0016,O(C)c1cc(OC)ccc1C(=O)\C=C\c1ccc(cc1)\C=C\C(=O)c1ccc(OC)cc1OC,0.9,uM,6.045757491
BCRP_0017,O(C)c1ccc(OC)cc1C(=O)\C=C\c1ccc(cc1)\C=C\C(=O)c1cc(OC)ccc1OC,1.3,uM,5.886056648
BCRP_0018,O(C)c1cc(cc(OC)c1)C(=O)\C=C\c1ccc(cc1)\C=C\C(=O)c1cc(OC)cc(OC)c1,0.5,uM,6.301029996
BCRP_0019,O(C)c1ccccc1C(=O)\C=C\c1ccc(cc1)\C=C\C(=O)c1ccccc1OC,1.1,uM,5.958607315
BCRP_0020,O(C)c1cc(OC)cc(OC)c1C(=O)\C=C\c1ccc(cc1)\C=C\C(=O)c1c(OC)cc(OC)cc1OC,1.8,uM,5.744727495
BCRP_0021,O(C)c1cc(OC)cc(O)c1C(=O)\C=C\c1cc(OC)cc(OC)c1,0.17,uM,6.769551079
BCRP_0022,O(C)c1cc(OC)cc(O)c1C(=O)\C=C\c1cc(OC)ccc1,0.26,uM,6.585026652
BCRP_0023,O(C)c1cc(OC)cc(OC)c1\C=C\C(=O)c1c2c(n(c1)C)cccc2,0.45,uM,6.346787486
BCRP_0024,O(C)c1cccc(OC)c1\C=C\C(=O)c1c2c(n(c1)C)cccc2,0.27,uM,6.568636236
BCRP_0025,O(C)c1cc(OC)cc(OC)c1\C=C\C(=O)c1c2cc(OC)ccc2n(c1)C,0.35,uM,6.455931956
BCRP_0026,O(C)c1cc(OC)cc(O)c1C(=O)\C=C\c1c(OC)cccc1OC,0.35,uM,6.455931956
BCRP_0027,Brc1cc(cc(Br)c1OC)\C=C\NC(=O)/C(/OC)=C/c1ccc(O)cc1,33.4,uM,4.476253533
BCRP_0028,Brc1cc(ccc1OC)\C=C\NC(=O)/C(/OC)=C\c1ccc(O)cc1,16.4,uM,4.785156152
BCRP_0029,O(C)c1ccc(cc1)\C=C\NC(=O)/C(/OC)=C/c1ccc(O)cc1,23.3,uM,4.632644079
BCRP_0030,Oc1ccc(cc1)\C=C(/OC)\C(=O)N\C=C\c1ccc(O)cc1,16.7,uM,4.777283529
BCRP_0031,Brc1cc(cc(Br)c1O)\C=C\NC(=O)/C(/OC)=C/c1ccc(O)cc1,6.9,uM,5.161150909
BCRP_0032,O(C)c1cc2[nH]c3c(C[C@@H]4N([C@H]3\C=C(\C)/C)C(=O)[C@H]3N(CCC3)C4=O)c2cc1,0.79,uM,6.102372909
BCRP_0033,O1c2c(C(=O)C(O)=C1c1cc(O)c(OC)cc1)c(O)c(OC)c(OC)c2,2.2,uM,5.657577319
BCRP_0034,O1c2c(ccc(OC)c2)C(=O)C(O)=C1c1cc(OC)c(OC)cc1,1.01,uM,5.995678626
BCRP_0035,O1c2c(cccc2)C(=O)C(OC)=C1c1ccccc1,1.21,uM,5.91721463
BCRP_0036,O1c2c(cccc2)C(=O)C(OC)=C1c1ccc(OC)cc1,7.74,uM,5.111259039
BCRP_0037,O1c2c(cccc2)C(=O)C(OC)=C1c1cc(OC)c(OC)cc1,1.18,uM,5.928117993
BCRP_0038,O1c2c(ccc(OC)c2)C(=O)C(OC)=C1c1cc(OC)c(OC)cc1,1.18,uM,5.928117993
BCRP_0039,O1c2c(C(=O)C(OC)=C1c1cc(OC)c(OC)cc1)c(OC)cc(OC)c2,0.822,uM,6.085128182
BCRP_0040,O1c2c(C(=O)C(OC)=C1c1ccc(OC)cc1OC)c(OC)cc(OC)c2,5.98,uM,5.223298816
BCRP_0041,O1c2c(C(=O)C(OC)=C1c1ccc(OC)cc1OC)c(O)cc(OC)c2,3.27,uM,5.485452247
BCRP_0042,O1c2c(ccc3c2cccc3)C(=O)C=C1c1ccc(OC)cc1,1.28,uM,5.89279003
BCRP_0043,O1c2c(ccc3c2cccc3)C(=O)C=C1c1cc(OC)c(OC)cc1,1.23,uM,5.910094889
BCRP_0044,Fc1ccc(cc1OC)C=1Oc2c(ccc3c2cccc3)C(=O)C=1,0.522,uM,6.282329497
BCRP_0045,O1c2c(ccc3c2cccc3)C(=O)C(O)=C1c1ccccc1,2.89,uM,5.539102157
BCRP_0046,O1c2c(ccc3c2cccc3)C(=O)C(O)=C1c1ccc(OC)cc1,6.93,uM,5.159266765
BCRP_0047,O1c2c(ccc3c2cccc3)C(=O)C(O)=C1c1cc(OC)c(OC)cc1,0.724,uM,6.140261434
BCRP_0048,O1c2c(ccc3c2cccc3)C(=O)C(OC)=C1c1ccccc1,2.71,uM,5.567030709
BCRP_0049,O1c2c(ccc3c2cccc3)C(=O)C(OC)=C1c1ccc(OC)cc1,1.06,uM,5.974694135
BCRP_0050,O1c2c(ccc3c2cccc3)C(=O)C(OC)=C1c1cc(OC)c(OC)cc1,0.426,uM,6.370590401
BCRP_0051,Fc1ccc(cc1OC)C=1Oc2c(ccc3c2cccc3)C(=O)C=1OC,2.44,uM,5.612610174
BCRP_0052,O1c2c(c3c(cc2)cccc3)C(=O)C=C1c1ccccc1,8.32,uM,5.079876674
BCRP_0053,O1c2c(c3c(cc2)cccc3)C(=O)C=C1c1ccc(OC)cc1,2.46,uM,5.609064893
BCRP_0054,O1c2c(c3c(cc2)cccc3)C(=O)C=C1c1cc(OC)c(OC)cc1,0.59,uM,6.229147988
BCRP_0055,O1c2c(c3c(cc2)cccc3)C(=O)C(O)=C1c1ccc(OC)cc1,8.93,uM,5.049148541
BCRP_0056,O1c2c(c3c(cc2)cccc3)C(=O)C(O)=C1c1cc(OC)c(OC)cc1,6.12,uM,5.213248578
BCRP_0057,O1c2c(c3c(cc2)cccc3)C(=O)C(OC)=C1c1ccc(OC)cc1,3.07,uM,5.512861625
BCRP_0058,O1c2c(c3c(cc2)cccc3)C(=O)C(OC)=C1c1cc(OC)c(OC)cc1,4.27,uM,5.369572125
BCRP_0059,O=C(Nc1ccccc1-c1nn(nn1)-c1ccc(cc1)CCC)c1ccc([N+](=O)[O-])cc1,0.184,uM,6.735182177
BCRP_0060,O=C(Nc1ccccc1-c1nn(nn1)-c1ccc(cc1)C)c1ccc([N+](=O)[O-])cc1,0.1,uM,7
BCRP_0061,O(C)c1ccccc1-n1nc(nn1)-c1ccccc1NC(=O)c1ccc([N+](=O)[O-])cc1,0.261,uM,6.583359493
BCRP_0062,O(C)c1cc(-n2nc(nn2)-c2ccccc2NC(=O)c2ccc([N+](=O)[O-])cc2)ccc1,0.0789,uM,7.102922997
BCRP_0063,O(C)c1ccc(-n2nc(nn2)-c2ccccc2NC(=O)c2ccc([N+](=O)[O-])cc2)cc1,0.118,uM,6.928117993
BCRP_0064,FC(F)(F)c1ccc(cc1)C(=O)Nc1ccccc1-c1nn(nn1)-c1ccc(cc1)C,0.137,uM,6.863279433
BCRP_0065,FC(F)(F)c1ccc(cc1)C(=O)Nc1ccccc1-c1nn(nn1)-c1ccccc1OC,0.451,uM,6.345823458
BCRP_0066,FC(F)(F)c1ccc(cc1)C(=O)Nc1ccccc1-c1nn(nn1)-c1ccc(OC)cc1,0.106,uM,6.974694135
BCRP_0067,FC(F)(F)c1ccc(-n2nc(nn2)-c2ccccc2NC(=O)c2cc(OC)c(OC)cc2)cc1,0.269,uM,6.57024772
BCRP_0068,O(C)c1cc(ccc1OC)C(=O)Nc1ccccc1-c1nn(nn1)-c1ccc(OCC)cc1,0.201,uM,6.696803943
BCRP_0069,O(C)c1cc(ccc1OC)C(=O)Nc1ccccc1-c1nn(nn1)-c1ccc(OC)cc1,0.117,uM,6.931814138
BCRP_0070,FC(F)(F)c1ccc(-n2nc(nn2)-c2ccccc2NC(=O)c2ccc(OC)cc2)cc1,0.073,uM,7.13667714
BCRP_0071,O(C)c1ccccc1-n1nc(nn1)-c1ccccc1NC(=O)c1ccc(OC)cc1,0.18,uM,6.744727495
BCRP_0072,O(C)c1ccc(cc1)C(=O)Nc1ccccc1-c1nn(nn1)-c1ccc(cc1)CCC,0.0642,uM,7.192464972
BCRP_0073,O(C)c1ccc(-n2nc(nn2)-c2ccccc2NC(=O)c2ccc(cc2)CCC)cc1,0.0794,uM,7.100179498
BCRP_0074,O(C)c1ccc(cc1)C(=O)\C=C\c1cc2nccnc2cc1,2.8,uM,5.552841969
BCRP_0075,O(C)c1ccc(OC)cc1C(=O)\C=C\c1cc2nccnc2cc1,1.7,uM,5.769551079
BCRP_0076,O(C)c1cc(ccc1OC)C(=O)\C=C\c1cc2nccnc2cc1,1.9,uM,5.721246399
BCRP_0077,O(C)c1cc(OC)ccc1C(=O)\C=C\c1cc2nccnc2cc1,1.4,uM,5.853871964
BCRP_0078,O(C)c1c(OC)cc(cc1OC)C(=O)\C=C\c1cc2nccnc2cc1,2.2,uM,5.657577319
BCRP_0079,O(C)c1cc(OC)c(OC)cc1C(=O)\C=C\c1cc2nccnc2cc1,1.4,uM,5.853871964
BCRP_0080,O(C)c1cc(cc(OC)c1)C(=O)\C=C\c1cc2nccnc2cc1,2.1,uM,5.677780705
BCRP_0081,O(C)c1cc(ccc1)C(=O)\C=C\c1cc2nccnc2cc1,5,uM,5.301029996
BCRP_0082,O(C)c1cc(ccc1OC)C(=O)\C=C\c1cc2c(cc1)cccc2,4.1,uM,5.387216143
BCRP_0083,O(C)c1cc(ccc1O)C(=O)\C=C\c1cc2c(cc1)cccc2,5.8,uM,5.236572006
BCRP_0084,O(C)c1cc(OC)c(OC)cc1C(=O)\C=C\c1cc2c(cc1)cccc2,2.5,uM,5.602059991
BCRP_0085,O1c2cc(ccc2OC1)\C=C\C(=O)c1cc(OC)ccc1OC,5.6,uM,5.251811973
BCRP_0086,O1c2cc(ccc2OC1)\C=C\C(=O)c1cc(OC)c(OC)cc1,3.5,uM,5.455931956
BCRP_0087,O1c2cc(ccc2OC1)\C=C\C(=O)c1cc(OC)c(OC)c(OC)c1,6.1,uM,5.214670165
BCRP_0088,O1c2cc(ccc2OC1)\C=C\C(=O)c1cc(OC)c(OC)cc1OC,0.94,uM,6.026872146
BCRP_0089,O(C)c1ccc(OC)cc1C(=O)\C=C\c1c2c(ccc1)cccc2,3.5,uM,5.455931956
BCRP_0090,O1c2cc(ccc2OC1)C(=O)\C=C\c1cc(OC)c(OC)cc1OC,2.2,uM,5.657577319
BCRP_0091,O1c2cc(ccc2OC1)C(=O)\C=C\c1c(OC)cc(OC)cc1OC,3.8,uM,5.420216403
BCRP_0092,O1c2cc(ccc2OC1)C(=O)\C=C\c1c(OC)cccc1OC,1.5,uM,5.823908741
BCRP_0093,O1c2cc(ccc2OC1)C(=O)\C=C\c1cc(OC)c(O)cc1,3.9,uM,5.408935393
BCRP_0094,O(C)c1cccc(OC)c1\C=C\C(=O)c1cc2c(cc1)cccc2,7.6,uM,5.119186408
BCRP_0095,O(C)c1ccc(OC)cc1\C=C\C(=O)c1cc2c(cc1)cccc2,5.5,uM,5.259637311
BCRP_0096,O(C)c1c(OC)c(OC)ccc1\C=C\C(=O)c1cc2c(cc1)cccc2,4.4,uM,5.356547324
BCRP_0097,O1c2c(C(=O)C=C1C(=O)NCCc1cc(OC)c(OC)cc1)c(OCc1ccccc1)ccc2,0.17,uM,6.769551079
BCRP_0098,O1c2c(C(=O)C=C1C(=O)NCCc1cc(OC)c(OC)cc1)c(OCCc1cc(OC)c(OC)cc1)ccc2,0.47,uM,6.327902142
BCRP_0099,O1c2c(C(=O)C=C1C(=O)NCCc1c3cc(OC)ccc3[nH]c1)c(OCc1ccccc1)ccc2,0.18,uM,6.744727495
BCRP_0100,Brc1ccc(cc1)COc1c2c(OC(=CC2=O)C(=O)NCCc2c3cc(OC)ccc3[nH]c2)ccc1,0.11,uM,6.958607315
BCRP_0101,O1c2c(C(=O)C=C1C(=O)NCCc1c3cc(OC)ccc3[nH]c1)c(OCc1ccc(cc1)C)ccc2,0.2,uM,6.698970004
BCRP_0102,O1c2c(C(=O)C=C1C(=O)NCCc1c3cc(OC)ccc3[nH]c1)c(OCCc1ccccc1)ccc2,0.16,uM,6.795880017
BCRP_0103,O1c2c(c(OC)c(OC)c(OC)c2OC)C(=O)C=C1c1ccc(OC)cc1,1.481,uM,5.829444941
BCRP_0104,Oc1cc(Nc2nc(nc3c2cccc3)-c2ccccc2)ccc1,0.15,uM,6.823908741
BCRP_0105,O(C)c1cc(ccc1OC)-c1nc(Nc2ccccc2)c2c(n1)cccc2,1.99,uM,5.701146924
BCRP_0106,Brc1cc(Nc2nc(nc3c2cccc3)-c2cc(OC)c(OC)cc2)ccc1,0.29,uM,6.537602002
BCRP_0107,O(C)c1cc(ccc1OC)-c1nc(Nc2cc(OC)c(OC)cc2)c2c(n1)cccc2,0.42,uM,6.37675071
BCRP_0108,O(C)c1cc(ccc1OC)-c1nc(Nc2ccccc2[N+](=O)[O-])c2c(n1)cccc2,0.64,uM,6.193820026
BCRP_0109,O(C)c1cc(ccc1OC)-c1nc(Nc2cc([N+](=O)[O-])ccc2)c2c(n1)cccc2,0.076,uM,7.119186408
BCRP_0110,FC(F)(F)c1cc(Nc2nc(nc3c2cccc3)-c2cc(OC)c(OC)cc2)ccc1,0.3,uM,6.522878745
BCRP_0111,O(C)c1cc(ccc1OC)-c1nc(Nc2cc(ccc2)C#N)c2c(n1)cccc2,0.19,uM,6.721246399
BCRP_0112,O(C)c1cc(ccc1OC)-c1nc(Nc2ccccc2O)c2c(n1)cccc2,0.26,uM,6.585026652
BCRP_0113,O(C)c1cc(ccc1OC)-c1nc(Nc2cc(O)ccc2)c2c(n1)cccc2,0.14,uM,6.853871964
BCRP_0114,O(C)c1cc(ccc1OC)-c1nc(Nc2ccc(O)cc2)c2c(n1)cccc2,0.47,uM,6.327902142
BCRP_0115,Brc1cc(Nc2ncnc3c2cccc3)ccc1,1.08,uM,5.966576245
BCRP_0116,n1cnc2c(cccc2)c1Nc1cc(ccc1)C#N,1.18,uM,5.928117993
BCRP_0117,O=[N+]([O-])c1cc(Nc2ncnc3c2cccc3)ccc1,1.13,uM,5.946921557
BCRP_0118,FC(F)(F)c1cc(Nc2ncnc3c2cccc3)ccc1,0.94,uM,6.026872146
BCRP_0119,O(C)c1cc(Nc2ncnc3c2cccc3)ccc1OC,4.79,uM,5.319664487
BCRP_0120,Brc1cc(Nc2ncnc3c2cc(OC)c(OC)c3)ccc1,1.73,uM,5.761953897
BCRP_0121,FC(F)(F)c1cc(Nc2ncnc3c2cc(OC)c(OC)c3)ccc1,2.4,uM,5.619788758
BCRP_0122,O(C)c1cc2c(ncnc2Nc2cc(ccc2)C#N)cc1OC,1.06,uM,5.974694135
BCRP_0123,O(C)c1cc2c(ncnc2Nc2ccccc2[N+](=O)[O-])cc1OC,3.8,uM,5.420216403
BCRP_0124,O(C)c1cc2c(ncnc2Nc2cc([N+](=O)[O-])ccc2)cc1OC,0.81,uM,6.091514981
BCRP_0125,O(C)c1cc2c(ncnc2Nc2ccc([N+](=O)[O-])cc2)cc1OC,0.92,uM,6.036212173
BCRP_0126,O(C)c1cc(Nc2ncnc3c2cc(OC)c(OC)c3)ccc1OC,7.38,uM,5.131943638
BCRP_0127,Brc1cc(Nc2nc(nc3c2cc(OC)c(OC)c3)Nc2cc(Br)ccc2)ccc1,0.67,uM,6.173925197
BCRP_0128,FC(F)(F)c1cc(Nc2nc(nc3c2cc(OC)c(OC)c3)Nc2cc(ccc2)C(F)(F)F)ccc1,0.8,uM,6.096910013
BCRP_0129,O(C)c1cc2c(nc(nc2Nc2cc(ccc2)C#N)Nc2cc(ccc2)C#N)cc1OC,0.48,uM,6.318758763
BCRP_0130,O(C)c1cc2c(nc(nc2Nc2cc([N+](=O)[O-])ccc2)Nc2cc([N+](=O)[O-])ccc2)cc1OC,0.33,uM,6.48148606
BCRP_0131,O(C)c1cc(Nc2nc(nc3c2cc(OC)c(OC)c3)Nc2cc(OC)c(OC)cc2)ccc1OC,1.74,uM,5.759450752
BCRP_0132,O(CCc1ccc(NC(=O)c2ccccc2NC(=O)c2ccc([N+](=O)[O-])cc2)cc1)C,1.23,uM,5.910094889
BCRP_0133,O(C(=O)C)CCc1ccc(NC(=O)c2ccccc2NC(=O)c2ccc([N+](=O)[O-])cc2)cc1,1.32,uM,5.879426069
BCRP_0134,O(C)c1ccc(NC(=O)c2ccccc2NC(=O)c2ccc([N+](=O)[O-])cc2)cc1,3.56,uM,5.448550002
BCRP_0135,Oc1ccc(NC(=O)c2ccccc2NC(=O)c2ccc([N+](=O)[O-])cc2)cc1,1.76,uM,5.754487332
BCRP_0136,O=C(Nc1ccc(cc1)CCC)c1ccccc1NC(=O)c1ccc([N+](=O)[O-])cc1,0.94,uM,6.026872146
BCRP_0137,O=C(c1ccc(NC(=O)c2ccccc2NC(=O)c2ccc([N+](=O)[O-])cc2)cc1)c1ccccc1,1.63,uM,5.787812396
BCRP_0138,O(C)c1cc(ccc1OC)C(=O)Nc1ccccc1C(=O)Nc1ccc(OC)cc1,3.34,uM,5.476253533
BCRP_0139,O(C)c1cc(ccc1OC)C(=O)Nc1ccccc1C(=O)Nc1ccc(O)cc1,1.16,uM,5.935542011
BCRP_0140,Clc1ccc(NC(=O)c2ccccc2NC(=O)c2cc(OC)c(OC)cc2)cc1,8.29,uM,5.081445469
BCRP_0141,O(C)c1cc(ccc1OC)C(=O)Nc1ccccc1C(=O)Nc1ccccc1,1.76,uM,5.754487332
BCRP_0142,O=C(Nc1ccccc1)c1ccccc1NC(=O)c1ccc(NC(=O)C)cc1,2.09,uM,5.679853714
BCRP_0143,Clc1ccc(cc1)C(=O)Nc1ccccc1C(=O)Nc1ccc(O)cc1,2.91,uM,5.536107011
BCRP_0144,O=C(c1ccc(NC(=O)c2ccccc2NC(=O)c2ccc(cc2)C)cc1)c1ccccc1,0.56,uM,6.251811973
BCRP_0145,FC(F)(F)c1ccc(cc1)C(=O)Nc1ccccc1C(=O)Nc1ccc(cc1)CCOC,5.11,uM,5.2915791
BCRP_0146,FC(F)(F)c1ccc(cc1)C(=O)Nc1ccccc1C(=O)Nc1ccc(O)cc1,1.8,uM,5.744727495
BCRP_0147,n1c(nc2ncccc2c1Nc1ccccc1)-c1ccccc1,0.149,uM,6.826813732
BCRP_0148,O=[N+]([O-])c1cc(Nc2nc(nc3ncccc23)-c2ccccc2)ccc1,0.519,uM,6.284832642
BCRP_0149,Oc1ccc(Nc2nc(nc3ncccc23)-c2ccccc2)cc1[N+](=O)[O-],0.528,uM,6.277366077
BCRP_0150,n1c(nc2ncccc2c1Nc1cc(ccc1)C#N)-c1ccccc1,0.4,uM,6.397940009
BCRP_0151,n1c(nc2ncccc2c1Nc1ccc(cc1)C#N)-c1ccccc1,1.21,uM,5.91721463
BCRP_0152,O(C)c1cc(Nc2nc(nc3ncccc23)-c2ccccc2)ccc1,0.15,uM,6.823908741
BCRP_0153,O(C)c1ccc(Nc2nc(nc3ncccc23)-c2ccccc2)cc1,0.238,uM,6.623423043
BCRP_0154,O(C)c1cc(Nc2nc(nc3ncccc23)-c2ccccc2)ccc1OC,0.343,uM,6.46470588
BCRP_0155,S(C)c1cc(Nc2nc(nc3ncccc23)-c2ccccc2)ccc1,0.206,uM,6.68613278
BCRP_0156,Oc1cc(Nc2nc(nc3ncccc23)-c2ccccc2)ccc1,1.23,uM,5.910094889
BCRP_0157,Oc1ccc(Nc2nc(nc3ncccc23)-c2ccccc2)cc1,2.04,uM,5.690369833
BCRP_0158,O=C(Nc1cc(Nc2nc(nc3ncccc23)-c2ccccc2)ccc1)C,5.27,uM,5.278189385
BCRP_0159,FC(F)(F)c1cc(Nc2nc(nc3ncccc23)-c2ccccc2)ccc1,0.177,uM,6.752026734
BCRP_0160,Fc1cc(Nc2nc(nc3ncccc23)-c2ccccc2)ccc1,0.164,uM,6.785156152
BCRP_0161,Clc1cc(Nc2nc(nc3ncccc23)-c2ccccc2)ccc1,0.454,uM,6.342944147
BCRP_0162,O(C)c1cc(ccc1)-c1nc(Nc2cc([N+](=O)[O-])ccc2)c2cccnc2n1,0.747,uM,6.126679398
BCRP_0163,O(C)c1cc(ccc1)-c1nc(Nc2cc([N+](=O)[O-])c(O)cc2)c2cccnc2n1,1.26,uM,5.899629455
BCRP_0164,O(C)c1cc(ccc1)-c1nc(Nc2cc(ccc2)C#N)c2cccnc2n1,0.348,uM,6.458420756
BCRP_0165,O(C)c1cc(ccc1)-c1nc(Nc2ccc(cc2)C#N)c2cccnc2n1,0.876,uM,6.057495894
BCRP_0166,O(C)c1cc(ccc1)-c1nc(Nc2cc(O)ccc2)c2cccnc2n1,0.963,uM,6.016373713
BCRP_0167,O(C)c1cc(ccc1)-c1nc(Nc2ccc(O)cc2)c2cccnc2n1,1.3,uM,5.886056648
BCRP_0168,O(C)c1cc(Nc2nc(nc3ncccc23)-c2cc(OC)ccc2)ccc1OC,0.572,uM,6.242603971
BCRP_0169,S(C)c1cc(Nc2nc(nc3ncccc23)-c2cc(OC)ccc2)ccc1,0.91,uM,6.040958608
BCRP_0170,O(C)c1cc(ccc1)-c1nc(Nc2cc(NC(=O)C)ccc2)c2cccnc2n1,6.4,uM,5.193820026
BCRP_0171,FC(F)(F)c1cc(Nc2nc(nc3ncccc23)-c2cc(OC)ccc2)ccc1,0.264,uM,6.578396073
BCRP_0172,FC(F)(F)c1ccc(Nc2nc(nc3ncccc23)-c2cc(OC)ccc2)cc1,0.425,uM,6.37161107
BCRP_0173,Fc1cc(Nc2nc(nc3ncccc23)-c2cc(OC)ccc2)ccc1,0.163,uM,6.787812396
BCRP_0174,Fc1ccc(Nc2nc(nc3ncccc23)-c2cc(OC)ccc2)cc1,0.539,uM,6.268411235
BCRP_0175,Fc1cc(Nc2nc(nc3ncccc23)-c2cc(OC)ccc2)ccc1F,0.621,uM,6.2069084
BCRP_0176,Clc1cc(Nc2nc(nc3ncccc23)-c2cc(OC)ccc2)ccc1,0.628,uM,6.202040356
BCRP_0177,Brc1cc(Nc2nc(nc3ncccc23)-c2cc(OC)ccc2)ccc1,1.53,uM,5.815308569
BCRP_0178,Fc1cc(Nc2nc(nc3ncccc23)-c2cccnc2)ccc1,1.23,uM,5.910094889
BCRP_0179,FC(F)(F)c1ccc(cc1)C(=O)Nc1ccccc1-c1oc(nn1)-c1ccc(OC)cc1,0.09,uM,7.045757491
BCRP_0180,o1c(nnc1-c1ccc(OC)cc1)-c1ccccc1NC(=O)c1ccc(OC)cc1,0.438,uM,6.358525889
BCRP_0181,o1c(nnc1-c1ccccc1)-c1ccccc1NC(=O)c1ccccc1,0.112,uM,6.950781977
BCRP_0182,FC(F)(F)c1ccc(cc1)C(=O)Nc1ccccc1-n1nnc(c1)-c1ccc(OC)cc1,0.766,uM,6.11577123
BCRP_0183,O(C)c1ccc(cc1)-c1nnn(c1)-c1ccccc1NC(=O)c1ccc(OC)cc1,2.36,uM,5.627087997
BCRP_0184,S(=O)(=O)(Nc1ccccc1-c1nn(nn1)-c1ccc(OC)cc1)c1ccc(OC)cc1,7.67,uM,5.115204636
BCRP_0185,n1n(nnc1-c1ccccc1-c1ccccc1)-c1ccccc1,8.34,uM,5.078833949
BCRP_0186,O(C)c1ccc(-n2nc(nn2)-c2ccccc2NC(=O)C)cc1,3.23,uM,5.490797478
BCRP_0187,O=C(Nc1ccccc1-c1nn(nn1)-c1ccccc1)C,6.91,uM,5.160521953
BCRP_0188,O(C)c1ccc(-n2nc(nn2)-c2ccccc2NC(=O)C2CCCCC2)cc1,0.565,uM,6.247951552
BCRP_0189,O=C(Nc1ccccc1-c1nn(nn1)-c1ccccc1)C1CCCCC1,0.287,uM,6.542118103
BCRP_0190,O=C(Nc1ccccc1-c1nn(nn1)-c1ccccc1)C12CC3CC(C1)CC(C2)C3,1.06,uM,5.974694135
BCRP_0191,O(C)c1ccc(-n2nc(nn2)-c2ccccc2NC(=O)c2c3c(ccc2)cccc3)cc1,0.267,uM,6.573488739
BCRP_0192,O=C(Nc1ccccc1-c1nn(nn1)-c1ccccc1)c1c2c(ccc1)cccc2,0.43,uM,6.366531544
BCRP_0193,O(C)c1ccc(-n2nc(nn2)-c2ccccc2NC(=O)c2cc3c(nc2)cccc3)cc1,0.228,uM,6.642065153
BCRP_0194,O=C(Nc1ccccc1-c1nn(nn1)-c1ccccc1)c1cc2c(nc1)cccc2,0.176,uM,6.754487332
BCRP_0195,O=C(Nc1ccccc1-c1nn(nn1)-c1ccccc1)c1ccncc1,0.287,uM,6.542118103
BCRP_0196,O=C(Nc1ccccc1-c1nn(nn1)-c1ccccc1)c1ncccc1,0.445,uM,6.351639989
BCRP_0197,O=C(Nc1ccccc1-c1nn(nn1)-c1ccccc1)c1cccnc1,0.733,uM,6.134896025
BCRP_0198,s1cccc1C(=O)Nc1ccccc1-c1nn(nn1)-c1ccc(OC)cc1,0.351,uM,6.454692884
BCRP_0199,s1cccc1C(=O)Nc1ccccc1-c1nn(nn1)-c1ccccc1,0.27,uM,6.568636236
BCRP_0200,O1c2cc(ccc2OC1)C(=O)Nc1ccccc1-c1nn(nn1)-c1ccccc1,0.259,uM,6.586700236
BCRP_0201,O1CCOc2c1cc(cc2)C(=O)Nc1ccccc1-c1nn(nn1)-c1ccccc1,0.19,uM,6.721246399
BCRP_0202,O(C)c1cc(-c2nn(nn2)-c2ccc(OC)cc2)c(NC(=O)c2ccc([N+](=O)[O-])cc2)cc1,0.129,uM,6.88941029
